OP_CARRIER,ORIGIN,DEST,COST,IS_POPULAR
DL,MSY,LGA,1,0
DL,ATL,BHM,1,0
DL,PDX,SEA,1,0
DL,ORD,SEA,1,0
DL,SAV,ATL,1,0
DL,LGA,FLL,1,0
DL,MSP,DTW,1,0
DL,ORD,DTW,1,0
DL,SAT,ATL,1,0
DL,DTW,BUF,1,0
DL,DTW,DFW,1,0
DL,SAN,JFK,1,0
DL,MSP,PHX,1,0
DL,DFW,SLC,1,0
DL,JFK,SAT,1,0
DL,DTW,PHX,1,0
DL,LGA,TPA,1,0
DL,ATL,CMH,1,0
DL,OMA,ATL,1,0
DL,CVG,MCO,1,0
DL,MCO,CVG,1,0
DL,PHL,ATL,1,0
DL,EWR,ATL,1,0
DL,MCO,JFK,1,0
DL,BOS,MSP,1,0
DL,ATL,LGA,1,0
DL,ATL,RNO,1,0
DL,SEA,ANC,1,0
DL,TLH,ATL,1,0
DL,PVD,ATL,1,0
DL,ATL,LEX,1,0
DL,MSY,JFK,1,0
DL,DCA,ATL,1,0
DL,ANC,SEA,1,0
DL,ATL,BDL,1,0
DL,BDL,ATL,1,0
DL,BHM,ATL,1,0
DL,SFO,HNL,1,0
DL,JFK,AUS,1,0
DL,ATL,AVP,1,0
DL,SLC,MSP,1,0
DL,DCA,MSP,1,0
DL,SLC,DCA,1,0
DL,DTW,SAN,1,0
DL,SAN,DTW,1,0
DL,LGA,DEN,1,0
DL,PHX,SEA,1,0
DL,SEA,PHX,1,0
DL,HNL,ATL,1,0
DL,ATL,HNL,1,0
DL,SMF,MSP,1,0
DL,ATL,DEN,1,0
DL,DEN,ATL,1,0
DL,TPA,LGA,1,0
DL,MSP,BIL,1,0
DL,DTW,MEM,1,0
DL,CMH,ATL,1,0
DL,MSP,TUS,1,0
DL,TUS,MSP,1,0
DL,MSP,RNO,1,0
DL,RNO,MSP,1,0
DL,DTW,ORD,1,0
DL,FLL,LGA,1,0
DL,CVG,ATL,1,0
DL,FSD,MSP,1,0
DL,JFK,SLC,1,0
DL,DEN,MSP,1,0
DL,ATL,SEA,1,0
DL,ATL,PHL,1,0
DL,ATL,HPN,1,0
DL,SFO,JFK,1,0
DL,LAX,IND,1,0
DL,MYR,ATL,1,0
DL,LAX,RDU,1,0
DL,ATL,AUS,1,0
DL,AUS,ATL,1,0
DL,MCI,DTW,1,0
DL,ATL,GRR,1,0
DL,PDX,ATL,1,0
DL,ORD,MSP,1,0
DL,MIA,ATL,1,0
DL,SEA,ORD,1,0
DL,MSO,SLC,1,0
DL,LGA,MIA,1,0
DL,ATL,BUF,1,0
DL,LGA,RSW,1,0
DL,SEA,HNL,1,0
DL,JFK,LAS,1,0
DL,ATL,MEM,1,0
DL,MEM,ATL,1,0
DL,SEA,GEG,1,0
DL,LGA,MCO,1,0
DL,SEA,PDX,1,0
DL,LGA,MSP,1,0
DL,DEN,LGA,1,0
DL,PHL,DTW,1,0
DL,JAX,JFK,1,0
DL,SEA,MCO,1,0
DL,BDL,MSP,1,0
DL,MCI,ATL,1,0
DL,IND,SLC,1,0
DL,SLC,LAX,1,0
DL,IND,RSW,1,0
DL,RSW,IND,1,0
DL,SLC,IND,1,0
DL,SLC,BIL,1,0
DL,LAS,SEA,1,0
DL,SEA,LAS,1,0
DL,ATL,MHT,1,0
DL,SLC,SAN,1,0
DL,LGA,DTW,1,0
DL,SJC,ATL,1,0
DL,MSP,RSW,1,0
DL,RSW,MSP,1,0
DL,GRR,MSP,1,0
DL,LAS,JFK,1,0
DL,SEA,OGG,1,0
DL,FLL,SLC,1,0
DL,CVG,TPA,1,0
DL,TPA,CVG,1,0
DL,DAB,ATL,1,0
DL,RIC,ATL,1,0
DL,DTW,LGA,1,0
DL,ATL,CHS,1,0
DL,SLC,GEG,1,0
DL,DTW,SLC,1,0
DL,SRQ,ATL,1,0
DL,GRR,DTW,1,0
DL,ATL,DTW,1,0
DL,BOS,MCO,1,0
DL,SLC,LAS,1,0
DL,SEA,SFO,1,0
DL,MSP,BOS,1,0
DL,MCO,BOS,1,0
DL,ATL,ROC,1,0
DL,ROC,ATL,1,0
DL,JAC,SLC,1,0
DL,SLC,JAC,1,0
DL,ATL,MKE,1,0
DL,MKE,ATL,1,0
DL,IND,MCO,1,0
DL,MCO,IND,1,0
DL,BOS,SLC,1,0
DL,LAX,MCO,1,0
DL,MCO,LAX,1,0
DL,DTW,MSP,1,0
DL,MSP,ORD,1,0
DL,GSP,ATL,1,0
DL,GEG,MSP,1,0
DL,MCO,SEA,1,0
DL,MSP,LGA,1,0
DL,SLC,TPA,1,0
DL,HNL,SFO,1,0
DL,ATL,SFO,1,0
DL,PBI,JFK,1,0
DL,BOI,MSP,1,0
DL,MSY,MSP,1,0
DL,SLC,DTW,1,0
DL,ATL,OKC,1,0
DL,ATL,CVG,1,0
DL,MSP,BZN,1,0
DL,PDX,SLC,1,0
DL,SLC,PDX,1,0
DL,SEA,KOA,1,0
DL,SEA,ATL,1,0
DL,SAN,ATL,1,0
DL,DTW,DEN,1,0
DL,ATL,SAV,1,0
DL,FLL,MSP,1,0
DL,MSP,FLL,1,0
DL,FLL,JFK,1,0
DL,SJC,MSP,1,0
DL,LAX,DTW,1,0
DL,ATL,IAD,1,0
DL,IAD,ATL,1,0
DL,ATL,PHX,1,0
DL,MDW,ATL,1,0
DL,ATL,MSY,1,0
DL,ATL,IND,1,0
DL,IND,ATL,1,0
DL,ATL,CID,1,0
DL,PBI,ATL,1,0
DL,DEN,SEA,1,0
DL,SFO,DTW,1,0
DL,OKC,ATL,1,0
DL,DTW,LAX,1,0
DL,LAX,HNL,1,0
DL,HNL,LAX,1,0
DL,MSP,SFO,1,0
DL,SLC,FLL,1,0
DL,VPS,ATL,1,0
DL,CLE,ATL,1,0
DL,BUF,ATL,1,0
DL,DTW,JAX,1,0
DL,LAX,CMH,1,0
DL,ATL,PNS,1,0
DL,PBI,LGA,1,0
DL,ATL,ABQ,1,0
DL,ATL,RIC,1,0
DL,ABQ,ATL,1,0
DL,ATL,BZN,1,0
DL,BZN,ATL,1,0
DL,BWI,SLC,1,0
DL,SLC,BWI,1,0
DL,SLC,OAK,1,0
DL,TPA,SLC,1,0
DL,SEA,SAN,1,0
DL,SLC,JFK,1,0
DL,HSV,ATL,1,0
DL,DEN,DTW,1,0
DL,ATL,LAX,1,0
DL,SFO,ATL,1,0
DL,JAX,DTW,1,0
DL,ATL,EYW,1,0
DL,EYW,ATL,1,0
DL,MIA,MSP,1,0
DL,MSP,MIA,1,0
DL,IAD,SLC,1,0
DL,MSP,SAN,1,0
DL,PNS,ATL,1,0
DL,ATL,DAY,1,0
DL,DAY,ATL,1,0
DL,SLC,RDU,1,0
DL,CVG,LAX,1,0
DL,PWM,ATL,1,0
DL,GEG,SLC,1,0
DL,JFK,MCO,1,0
DL,ATL,DCA,1,0
DL,LAS,DTW,1,0
DL,SLC,DFW,1,0
DL,BDL,DTW,1,0
DL,ATL,SMF,1,0
DL,BOS,SFO,1,0
DL,SLC,BOI,1,0
DL,FLL,DTW,1,0
DL,SEA,BOS,1,0
DL,LAX,MSP,1,0
DL,MIA,JFK,1,0
DL,DTW,FLL,1,0
DL,ATL,ELP,1,0
DL,ELP,ATL,1,0
DL,ATL,SNA,1,0
DL,ATL,TUL,1,0
DL,PIT,ATL,1,0
DL,LAX,KOA,1,0
DL,MSP,LAX,1,0
DL,BWI,MSP,1,0
DL,SLC,BZN,1,0
DL,SLC,PHX,1,0
DL,DTW,PIT,1,0
DL,JFK,SEA,1,0
DL,MSP,PSP,1,0
DL,PSP,MSP,1,0
DL,MSP,BWI,1,0
DL,DTW,GRR,1,0
DL,BZN,MSP,1,0
DL,LAX,MSY,1,0
DL,AUS,SEA,1,0
DL,SEA,AUS,1,0
DL,TUS,ATL,1,0
DL,ATL,PVD,1,0
DL,ATL,DAL,1,0
DL,DAL,ATL,1,0
DL,TPA,JFK,1,0
DL,ATL,ATW,1,0
DL,ATL,ROA,1,0
DL,GRR,ATL,1,0
DL,ATL,SDF,1,0
DL,SEA,BNA,1,0
DL,OAK,SLC,1,0
DL,LIH,LAX,1,0
DL,LIT,ATL,1,0
DL,FAY,ATL,1,0
DL,SLC,MSO,1,0
DL,LAS,ATL,1,0
DL,LAX,SLC,1,0
DL,RDU,LAX,1,0
DL,DEN,SLC,1,0
DL,LAX,SAN,1,0
DL,MSP,PDX,1,0
DL,ATL,STL,1,0
DL,STL,ATL,1,0
DL,SNA,MSP,1,0
DL,ATL,SJC,1,0
DL,ATL,SAN,1,0
DL,ATL,LIT,1,0
DL,JFK,TPA,1,0
DL,ROA,ATL,1,0
DL,SEA,DTW,1,0
DL,BOS,RSW,1,0
DL,CID,ATL,1,0
DL,DTW,SEA,1,0
DL,ATL,MIA,1,0
DL,CLE,MSP,1,0
DL,MSP,PHL,1,0
DL,DTW,BDL,1,0
DL,ATL,FAY,1,0
DL,LAS,MSP,1,0
DL,MSO,MSP,1,0
DL,DCA,JFK,1,0
DL,GEG,SEA,1,0
DL,PDX,DTW,1,0
DL,MHT,ATL,1,0
DL,ATL,HOU,1,0
DL,HOU,ATL,1,0
DL,MSN,MSP,1,0
DL,SEA,JFK,1,0
DL,BOI,SLC,1,0
DL,LAX,MCI,1,0
DL,SAN,MSP,1,0
DL,JAC,MSP,1,0
DL,MSP,JAC,1,0
DL,MSP,MSO,1,0
DL,MSP,MSY,1,0
DL,TPA,LAX,1,0
DL,TPA,BOS,1,0
DL,BZN,LAX,1,0
DL,ATL,LAS,1,0
DL,SFO,MSP,1,0
DL,BOS,PBI,1,0
DL,DFW,DTW,1,0
DL,MSP,FSD,1,0
DL,MSY,LAX,1,0
DL,RDU,DTW,1,0
DL,MSP,BOI,1,0
DL,MSP,GEG,1,0
DL,DTW,SRQ,1,0
DL,SRQ,DTW,1,0
DL,RDU,SLC,1,0
DL,AUS,MSP,1,0
DL,LAX,LAS,1,0
DL,ATL,TUS,1,0
DL,SEA,TUS,1,0
DL,TUS,SEA,1,0
DL,MSP,GRR,1,0
DL,BUF,DTW,1,0
DL,ATL,HSV,1,0
DL,DTW,PHL,1,0
DL,LAX,SFO,1,0
DL,CLT,MSP,1,0
DL,TPA,DTW,1,0
DL,CHO,ATL,1,0
DL,BNA,SLC,1,0
DL,BOS,FLL,1,0
DL,ATL,JAC,1,0
DL,JAC,ATL,1,0
DL,SLC,BNA,1,0
DL,EWR,SLC,1,0
DL,SLC,EWR,1,0
DL,MSP,SJC,1,0
DL,LAX,LIH,1,0
DL,BZN,SLC,1,0
DL,PHX,ATL,1,0
DL,LAX,GEG,1,0
DL,PDX,JFK,1,0
DL,SNA,ATL,1,0
DL,PDX,MSP,1,0
DL,MSP,DCA,1,0
DL,OGG,SEA,1,0
DL,MCO,SLC,1,0
DL,SLC,MCO,1,0
DL,HPN,ATL,1,0
DL,FLL,BOS,1,0
DL,MSP,MKE,1,0
DL,ATL,MDT,1,0
DL,JFK,MSY,1,0
DL,SLC,PIT,1,0
DL,TUL,ATL,1,0
DL,JFK,JAX,1,0
DL,MSP,ABQ,1,0
DL,DTW,MIA,1,0
DL,MIA,DTW,1,0
DL,MSP,EWR,1,0
DL,AUS,SLC,1,0
DL,SLC,BOS,1,0
DL,SLC,SAT,1,0
DL,ATL,EGE,1,0
DL,EGE,ATL,1,0
DL,SJC,JFK,1,0
DL,MSP,MEM,1,0
DL,MSP,SMF,1,0
DL,JFK,MIA,1,0
DL,MSP,AUS,1,0
DL,CVG,RSW,1,0
DL,LAX,DCA,1,0
DL,ABQ,MSP,1,0
DL,MCO,MSP,1,0
DL,PBI,DTW,1,0
DL,BWI,DTW,1,0
DL,HNL,SEA,1,0
DL,LGA,MSY,1,0
DL,ORD,SLC,1,0
DL,SLC,ORD,1,0
DL,SRQ,LGA,1,0
DL,SFO,SEA,1,0
DL,AUS,JFK,1,0
DL,HNL,PDX,1,0
DL,GPT,ATL,1,0
DL,MSP,BDL,1,0
DL,MSP,BIS,1,0
DL,JFK,DEN,1,0
DL,HDN,MSP,1,0
DL,MSP,HDN,1,0
DL,SYR,ATL,1,0
DL,CLT,DTW,1,0
DL,LAX,MEM,1,0
DL,SAN,LAX,1,0
DL,JFK,PDX,1,0
DL,DTW,PBI,1,0
DL,ATL,GPT,1,0
DL,SAT,JFK,1,0
DL,MSP,MSN,1,0
DL,MSY,DTW,1,0
DL,RSW,JFK,1,0
DL,SLC,CLT,1,0
DL,PSP,SEA,1,0
DL,SEA,PSP,1,0
DL,SLC,IAH,1,0
DL,SDF,ATL,1,0
DL,ATL,ALB,1,0
DL,COS,ATL,1,0
DL,KOA,LAX,1,0
DL,ATL,COS,1,0
DL,LGA,SRQ,1,0
DL,MKE,MSP,1,0
DL,EWR,MSP,1,0
DL,LIH,SEA,1,0
DL,ALB,ATL,1,0
DL,LAX,BZN,1,0
DL,JFK,SFO,1,0
DL,GEG,LAX,1,0
DL,DTW,RSW,1,0
DL,RSW,DTW,1,0
DL,SEA,LIH,1,0
DL,ATL,HDN,1,0
DL,HDN,ATL,1,0
DL,ATW,ATL,1,0
DL,PDX,HNL,1,0
DL,PIT,MSP,1,0
DL,MCI,LAX,1,0
DL,MSP,IND,1,0
DL,LAX,BOS,1,0
DL,ATL,PWM,1,0
DL,SLC,IAD,1,0
DL,BOS,SEA,1,0
DL,DTW,PDX,1,0
DL,RSW,BOS,1,0
DL,LAX,BNA,1,0
DL,SAN,SLC,1,0
DL,DTW,MSY,1,0
DL,LAX,TPA,1,0
DL,SMF,ATL,1,0
DL,JFK,FLL,1,0
DL,LAX,DEN,1,0
DL,MSP,BUF,1,0
DL,RSW,CVG,1,0
DL,DCA,SLC,1,0
DL,BNA,LAX,1,0
DL,ATL,ICT,1,0
DL,CVG,SLC,1,0
DL,MDT,ATL,1,0
DL,LAX,CVG,1,0
DL,MSY,SLC,1,0
DL,SLC,MSY,1,0
DL,CVG,FLL,1,0
DL,FLL,CVG,1,0
DL,SEA,RDU,1,0
DL,SLC,CVG,1,0
DL,GSO,ATL,1,0
DL,PIT,SLC,1,0
DL,BOS,LAX,1,0
DL,ATL,TLH,1,0
DL,LAX,DFW,1,0
DL,RDU,MCO,1,0
DL,PHL,MSP,1,0
DL,SFO,BOS,1,0
DL,BIS,MSP,1,0
DL,SLC,CLE,1,0
DL,MSP,ALB,1,0
DL,DCA,LAX,1,0
DL,SEA,IAD,1,0
DL,JAX,MSP,1,0
DL,MSP,JAX,1,0
DL,FCA,MSP,1,0
DL,MEM,MSP,1,0
DL,MSP,FCA,1,0
DL,MSP,CLE,1,0
DL,SLC,HNL,1,0
DL,HNL,SLC,1,0
DL,JFK,PBI,1,0
DL,JFK,RSW,1,0
DL,BOS,TPA,1,0
DL,CLT,SLC,1,0
DL,JFK,SJC,1,0
DL,JFK,DCA,1,0
DL,RNO,ATL,1,0
DL,DTW,RDU,1,0
DL,BNA,SEA,1,0
DL,AVP,ATL,1,0
DL,LEX,ATL,1,0
DL,LAS,BOS,1,0
DL,SLC,AUS,1,0
YV,IAH,PSP,1,0
YV,PSP,IAH,1,0
YV,IAH,PHL,1,0
YV,IAH,SLC,1,0
YV,IAD,MCI,1,0
YV,IAD,CMH,1,0
YV,PHL,IAD,1,0
YV,PIT,IAH,1,0
YV,JAX,IAH,1,0
YV,IAD,BNA,1,0
YV,ELP,IAH,1,0
YV,RIC,IAD,1,0
YV,IAH,ELP,1,0
YV,CRP,IAH,1,0
YV,DFW,IAH,1,0
YV,DCA,IAH,1,0
YV,JAX,DFW,1,0
YV,BHM,DFW,1,0
YV,DFW,BHM,1,0
YV,EVV,DFW,1,0
YV,PHX,ELP,1,0
YV,DFW,GPT,1,0
YV,GPT,DFW,1,0
YV,DFW,ILM,1,0
YV,ILM,DFW,1,0
YV,ELP,PHX,1,0
YV,PHX,MEM,1,0
YV,PHX,SBP,1,0
YV,DFW,MOB,1,0
YV,MOB,DFW,1,0
YV,DFW,EVV,1,0
YV,DFW,HOU,1,0
YV,AMA,DFW,1,0
YV,ELP,DFW,1,0
YV,PHX,SBA,1,0
YV,SBA,PHX,1,0
YV,IAH,PHX,1,0
YV,PHX,IAH,1,0
YV,DFW,OKC,1,0
YV,OKC,DFW,1,0
YV,LFT,DFW,1,0
YV,HOU,DFW,1,0
YV,DFW,MFE,1,0
YV,DFW,MEM,1,0
YV,MEM,DFW,1,0
YV,PHX,TUS,1,0
YV,DFW,LFT,1,0
YV,DFW,AMA,1,0
YV,PHX,PSP,1,0
YV,PSP,PHX,1,0
YV,SDF,DFW,1,0
YV,DFW,FSD,1,0
YV,FSD,PHX,1,0
YV,DFW,OMA,1,0
YV,OMA,DFW,1,0
YV,DFW,BIS,1,0
YV,DFW,FSM,1,0
YV,BIS,DFW,1,0
YV,ABQ,PHX,1,0
YV,DFW,ICT,1,0
YV,ICT,DFW,1,0
YV,TYS,DFW,1,0
YV,FSM,DFW,1,0
YV,PHX,BUR,1,0
YV,RAP,DFW,1,0
YV,DFW,SDF,1,0
YV,DFW,PIA,1,0
YV,DFW,COU,1,0
YV,PHX,STS,1,0
YV,STS,PHX,1,0
YV,DFW,TYS,1,0
YV,STL,IAH,1,0
YV,IAH,LGA,1,0
YV,DSM,IAH,1,0
YV,IAH,CHS,1,0
YV,CMH,IAH,1,0
YV,IAH,DFW,1,0
YV,IAD,JAX,1,0
YV,IAH,GSP,1,0
YV,RIC,IAH,1,0
YV,RNO,IAH,1,0
YV,IAH,TUS,1,0
YV,AUS,IAH,1,0
YV,SYR,IAD,1,0
YV,IAD,MSP,1,0
YV,TYS,IAD,1,0
YV,MDT,IAD,1,0
YV,ORF,IAD,1,0
YV,IAD,IND,1,0
YV,SDF,IAH,1,0
YV,MSP,IAH,1,0
YV,IAH,PNS,1,0
YV,TUS,IAH,1,0
YV,IAH,DCA,1,0
YV,IAH,BOI,1,0
YV,IAH,PIT,1,0
YV,IAD,DFW,1,0
YV,IAH,CLT,1,0
YV,IAH,CRP,1,0
YV,BDL,IAD,1,0
YV,IAD,BDL,1,0
YV,IAD,CLE,1,0
YV,LGA,IAD,1,0
YV,IAH,BZN,1,0
YV,IAH,MKE,1,0
YV,LIT,IAH,1,0
YV,IAH,OKC,1,0
YV,IAH,HRL,1,0
YV,IAH,MSP,1,0
YV,MKE,IAH,1,0
YV,MAF,IAH,1,0
YV,IAH,DSM,1,0
YV,ICT,IAH,1,0
YV,HRL,IAH,1,0
YV,IAH,STL,1,0
YV,ATL,IAH,1,0
YV,PNS,IAH,1,0
YV,MSP,IAD,1,0
YV,DFW,IAD,1,0
YV,MEM,IAH,1,0
YV,IAH,JAX,1,0
YV,RDU,IAD,1,0
YV,DTW,IAD,1,0
YV,CMH,IAD,1,0
YV,IAD,LGA,1,0
YV,IAD,ATL,1,0
YV,OKC,IAH,1,0
YV,DTW,IAH,1,0
YV,MFE,IAH,1,0
YV,PHL,IAH,1,0
YV,IAH,ATL,1,0
YV,IAD,OKC,1,0
YV,IAD,BTV,1,0
EV,IAH,IND,1,0
EV,EWR,PVD,1,0
EV,IND,ORD,1,0
EV,MHT,EWR,1,0
EV,AMA,IAH,1,0
EV,IAH,ELP,1,0
EV,MFE,IAH,1,0
EV,ORD,ICT,1,0
EV,ORD,LIT,1,0
EV,IAH,LCH,1,0
EV,COS,IAH,1,0
EV,CLE,BOS,1,0
EV,BTR,IAH,1,0
EV,IAH,OMA,1,0
EV,IAH,TUL,1,0
EV,IAH,BHM,1,0
EV,JAN,IAH,1,0
EV,EWR,DCA,1,0
EV,MSN,EWR,1,0
EV,ORD,IND,1,0
EV,ORD,RST,1,0
EV,DCA,EWR,1,0
EV,IAH,GPT,1,0
EV,CLE,DCA,1,0
EV,RIC,ORD,1,0
EV,IAH,STL,1,0
EV,RST,ORD,1,0
EV,SAV,ORD,1,0
EV,LRD,IAH,1,0
EV,IAH,OKC,1,0
EV,PWM,ORD,1,0
EV,BHM,IAH,1,0
EV,SDF,ORD,1,0
EV,EWR,SAV,1,0
EV,LFT,IAH,1,0
EV,IAH,ICT,1,0
EV,IAH,COS,1,0
EV,CLE,IAD,1,0
EV,RIC,EWR,1,0
EV,GRB,ORD,1,0
EV,ORD,GRR,1,0
EV,JAX,EWR,1,0
EV,IAD,ILM,1,0
EV,IAH,JAN,1,0
EV,IAH,VPS,1,0
EV,CLE,LGA,1,0
EV,VPS,IAH,1,0
EV,LGA,CLE,1,0
EV,ORD,TUL,1,0
EV,IAH,BNA,1,0
EV,IAH,XNA,1,0
EV,IAH,GRK,1,0
EV,TYS,ORD,1,0
EV,LEX,IAH,1,0
EV,PWM,EWR,1,0
EV,SYR,IAD,1,0
EV,EWR,DAY,1,0
EV,TUL,IAH,1,0
EV,TUL,ORD,1,0
EV,BRO,IAH,1,0
EV,EWR,BTV,1,0
EV,BOS,CLE,1,0
EV,CLE,IAH,1,0
EV,ORD,XNA,1,0
EV,SAV,IAH,1,0
EV,OKC,IAH,1,0
EV,IAH,HSV,1,0
EV,TYS,IAH,1,0
EV,OKC,ORD,1,0
EV,MLU,IAH,1,0
EV,PVD,EWR,1,0
EV,IAH,SHV,1,0
EV,IAH,GRR,1,0
EV,IAD,TYS,1,0
EV,MCI,IAH,1,0
EV,IAH,LFT,1,0
EV,DAY,EWR,1,0
EV,IAH,JAX,1,0
EV,HSV,IAH,1,0
EV,IAH,TYS,1,0
EV,LEX,ORD,1,0
EV,ORD,LEX,1,0
EV,EWR,JAX,1,0
EV,PNS,IAH,1,0
EV,EWR,MSN,1,0
EV,ORD,PWM,1,0
EV,LCH,IAH,1,0
EV,ORD,CAK,1,0
EV,IAH,BRO,1,0
EV,IAH,LRD,1,0
EV,ORD,OKC,1,0
EV,IAH,PNS,1,0
EV,EWR,PWM,1,0
EV,STL,IAH,1,0
EV,IAH,MFE,1,0
EV,EWR,TYS,1,0
EV,CAE,IAD,1,0
EV,IAH,HRL,1,0
EV,PIT,EWR,1,0
EV,IAH,SAV,1,0
EV,ILM,IAD,1,0
EV,SAV,EWR,1,0
EV,EWR,STL,1,0
EV,SHV,IAH,1,0
EV,ORD,CMH,1,0
EV,IAH,MOB,1,0
EV,IAH,HOB,1,0
EV,IAH,BTR,1,0
EV,BNA,EWR,1,0
EV,EWR,IND,1,0
EV,IAD,CAE,1,0
EV,ELP,IAH,1,0
EV,IAH,MLU,1,0
EV,JAX,IAH,1,0
EV,ORD,SDF,1,0
EV,GPT,IAH,1,0
EV,IAH,ECP,1,0
EV,LIT,IAH,1,0
EV,CRP,IAH,1,0
EV,TYS,EWR,1,0
EV,BTR,DFW,1,0
EV,MKE,DFW,1,0
EV,DFW,MKE,1,0
EV,DFW,BTR,1,0
EV,SBN,DFW,1,0
EV,DFW,ECP,1,0
EV,ECP,DFW,1,0
EV,DFW,SBN,1,0
EV,DFW,SAF,1,0
EV,SAF,DFW,1,0
EV,CLT,ECP,1,0
EV,DFW,MHK,1,0
EV,MHK,DFW,1,0
EV,ECP,CLT,1,0
EV,SBN,CLT,1,0
EV,CLT,SBN,1,0
EV,BNA,ORD,1,0
EV,IAD,RIC,1,0
EV,ORD,GRB,1,0
EV,ABQ,IAH,1,0
EV,CMH,EWR,1,0
EV,GRR,ORD,1,0
EV,ORD,MSN,1,0
EV,ALB,ORD,1,0
EV,ECP,IAH,1,0
EV,IAH,AEX,1,0
EV,BTV,EWR,1,0
EV,MAF,IAH,1,0
EV,GRK,IAH,1,0
EV,ORD,BNA,1,0
EV,BNA,IAH,1,0
EV,EWR,CLE,1,0
EV,CHA,IAD,1,0
EV,DSM,ORD,1,0
EV,CLE,ORD,1,0
EV,CLE,EWR,1,0
EV,CVG,EWR,1,0
EV,DCA,CLE,1,0
EV,IND,IAH,1,0
EV,IAH,MCI,1,0
EV,ORD,GSP,1,0
EV,IAH,LEX,1,0
EV,IAH,CRP,1,0
EV,ORD,TYS,1,0
EV,EWR,GSP,1,0
EV,IAH,MEM,1,0
EV,LIT,ORD,1,0
EV,ORD,CVG,1,0
EV,JAN,ORD,1,0
EV,IAH,AMA,1,0
EV,IAH,LIT,1,0
EV,ORD,RIC,1,0
EV,ORD,JAN,1,0
EV,CVG,ORD,1,0
EV,EWR,CVG,1,0
EV,IND,EWR,1,0
EV,EWR,SYR,1,0
EV,DAY,IAH,1,0
EV,GRR,EWR,1,0
EV,GSO,IAD,1,0
EV,BTV,ORD,1,0
EV,EWR,PIT,1,0
EV,GRR,IAH,1,0
EV,IAH,CLL,1,0
EV,MOB,IAH,1,0
EV,IAH,LBB,1,0
EV,IAH,MAF,1,0
EV,EWR,RIC,1,0
EV,XNA,IAH,1,0
EV,GSP,ORD,1,0
EV,IAH,CAE,1,0
EV,HRL,IAH,1,0
EV,ICT,ORD,1,0
EV,IAD,GSO,1,0
EV,EWR,CAK,1,0
EV,ORD,CLE,1,0
EV,IAH,ABQ,1,0
EV,ORD,MEM,1,0
EV,IAD,ROC,1,0
EV,IAH,CAK,1,0
EV,CAK,EWR,1,0
EV,MKE,EWR,1,0
EV,AEX,IAH,1,0
EV,IAH,DAY,1,0
EV,EWR,CMH,1,0
EV,HOB,IAH,1,0
EV,MLI,ORD,1,0
EV,ORD,ALB,1,0
EV,OMA,IAH,1,0
EV,CAK,ORD,1,0
EV,ICT,IAH,1,0
EV,EWR,MKE,1,0
EV,CMH,ORD,1,0
EV,ORD,MLI,1,0
EV,ORD,SAV,1,0
EV,EWR,GSO,1,0
EV,ROC,EWR,1,0
EV,EWR,BNA,1,0
EV,ROC,IAD,1,0
YX,MIA,MEM,1,0
YX,LGA,SDF,1,0
YX,PHL,PVD,1,0
YX,PVD,PHL,1,0
YX,MIA,ORF,1,0
YX,ORF,MIA,1,0
YX,MIA,CHS,1,0
YX,CHS,MIA,1,0
YX,PHL,PBI,1,0
YX,PBI,PHL,1,0
YX,DSM,PHL,1,0
YX,PHL,DSM,1,0
YX,PHL,SDF,1,0
YX,SDF,PHL,1,0
YX,DCA,RSW,1,0
YX,RSW,DCA,1,0
YX,MSY,CLT,1,0
YX,PHL,GSO,1,0
YX,EYW,MIA,1,0
YX,MIA,EYW,1,0
YX,IND,DCA,1,0
YX,PHL,OMA,1,0
YX,CLT,DTW,1,0
YX,DTW,CLT,1,0
YX,MEM,MIA,1,0
YX,CLT,CAE,1,0
YX,CMH,CLT,1,0
YX,MHT,DCA,1,0
YX,ATL,MIA,1,0
YX,MIA,ATL,1,0
YX,MIA,STL,1,0
YX,STL,MIA,1,0
YX,CMH,DCA,1,0
YX,PHL,RDU,1,0
YX,RDU,PHL,1,0
YX,CLT,HHH,1,0
YX,HHH,CLT,1,0
YX,DCA,ATL,1,0
YX,DCA,MEM,1,0
YX,IND,PHL,1,0
YX,PHL,IND,1,0
YX,CMH,PHL,1,0
YX,PHL,CMH,1,0
YX,PIT,PHL,1,0
YX,BDL,DCA,1,0
YX,JAX,MIA,1,0
YX,MIA,JAX,1,0
YX,DCA,EYW,1,0
YX,EYW,DCA,1,0
YX,DCA,MSY,1,0
YX,MSY,MIA,1,0
YX,PHL,ROC,1,0
YX,ATL,LGA,1,0
YX,LGA,ATL,1,0
YX,DCA,MYR,1,0
YX,MYR,DCA,1,0
YX,PHL,DTW,1,0
YX,LGA,IND,1,0
YX,ROC,CLT,1,0
YX,MIA,SDF,1,0
YX,DCA,JFK,1,0
YX,JFK,DCA,1,0
YX,MIA,RIC,1,0
YX,HSV,DCA,1,0
YX,CLT,CMH,1,0
YX,JAX,DCA,1,0
YX,DCA,DTW,1,0
YX,DTW,DCA,1,0
YX,DCA,HSV,1,0
YX,DCA,CHS,1,0
YX,MSY,DCA,1,0
YX,SDF,DCA,1,0
YX,MIA,IND,1,0
YX,DCA,SYR,1,0
YX,SYR,DCA,1,0
YX,IAH,MIA,1,0
YX,MIA,IAH,1,0
YX,RIC,MIA,1,0
YX,LGA,XNA,1,0
